code,name,market,category,group
4576,大銀微系統,TWSE,電機機械,
4581,光隆精密-KY,TWSE,汽車工業,
4583,台灣精銳,TWSE,電機機械,
4588,玖鼎電力,TWSE,其他電子業,
4720,德淵,TWSE,化學工業,
4722,國精化,TWSE,化學工業,
4736,泰博,TWSE,生技醫療業,
4737,華廣,TWSE,生技醫療業,
4739,康普,TWSE,化學工業,
4746,台耀,TWSE,生技醫療業,
4755,三福化,TWSE,化學工業,
4763,材料*-KY,TWSE,化學工業,
4764,雙鍵,TWSE,化學工業,
4766,南寶,TWSE,化學工業,
4770,上品,TWSE,化學工業,
4771,望隼,TWSE,生技醫療業,
4807,日成-KY,TWSE,貿易百貨業,
4904,遠傳,TWSE,通信網路業,遠東集團
4906,正文,TWSE,通信網路業,
4912,聯德控股-KY,TWSE,電子零組件業,金仁寶集團
4915,致伸,TWSE,電子零組件業,金仁寶集團
4916,事欣科,TWSE,電腦及週邊設備業,
4919,新唐,TWSE,半導體業,聯電集團
4927,泰鼎-KY,TWSE,電子零組件業,
4930,燦星網,TWSE,電器電纜,
4934,太極,TWSE,光電業,
4935,茂林-KY,TWSE,光電業,
4938,和碩,TWSE,電腦及週邊設備業,
4942,嘉彰,TWSE,光電業,
4943,康控-KY,TWSE,電子零組件業,
4949,有成精密,TWSE,光電業,
4952,凌通,TWSE,半導體業,聯電集團
4956,光鋐,TWSE,光電業,
4958,臻鼎-KY,TWSE,電子零組件業,鴻海集團
4960,誠美材,TWSE,光電業,友達集團
4961,天鈺,TWSE,半導體業,
4967,十銓,TWSE,半導體業,
4968,立積,TWSE,半導體業,
4976,佳凌,TWSE,光電業,
4977,眾達-KY,TWSE,通信網路業,
4989,榮科,TWSE,電子零組件業,
4994,傳奇,TWSE,資訊服務業,
4999,鑫禾,TWSE,電子零組件業,
5007,三星,TWSE,鋼鐵工業,
5203,訊連,TWSE,資訊服務業,
5215,科嘉-KY,TWSE,電腦及週邊設備業,
5222,全訊,TWSE,半導體業,
5225,東科-KY,TWSE,其他電子業,
5234,達興材料,TWSE,光電業,
5243,乙盛-KY,TWSE,光電業,鴻海集團
5244,弘凱,TWSE,光電業,
5258,虹堡,TWSE,電腦及週邊設備業,金仁寶集團
5269,祥碩,TWSE,半導體業,
5283,禾聯碩,TWSE,電器電纜,
5284,jpp-KY,TWSE,其他業,
5285,界霖,TWSE,半導體業,
5288,豐祥-KY,TWSE,電機機械,
5292,華懋,TWSE,綠能環保,
5306,桂盟,TWSE,運動休閒,
5388,中磊,TWSE,通信網路業,
5434,崇越,TWSE,電子通路業,
5469,瀚宇博,TWSE,電子零組件業,華新麗華
5471,松翰,TWSE,半導體業,
5484,慧友,TWSE,光電業,
5515,建國,TWSE,建材營造業,
5519,隆大,TWSE,建材營造業,
5521,工信,TWSE,建材營造業,
5522,遠雄,TWSE,建材營造業,
5525,順天,TWSE,建材營造業,
5531,鄉林,TWSE,建材營造業,
5533,皇鼎,TWSE,建材營造業,
5534,長虹,TWSE,建材營造業,
5538,東明-KY,TWSE,鋼鐵工業,
5546,永固-KY,TWSE,建材營造業,
5607,遠雄港,TWSE,航運業,
5608,四維航,TWSE,航運業,
5706,鳳凰,TWSE,觀光餐旅,
5871,中租-KY,TWSE,其他業,
5876,上海商銀,TWSE,金融保險業,國泰集團
5880,合庫金,TWSE,金融保險業,
5906,台南-KY,TWSE,貿易百貨業,
5907,大洋-KY,TWSE,貿易百貨業,
6005,群益證,TWSE,金融保險業,
6024,群益期,TWSE,金融保險業,
6108,競國,TWSE,電子零組件業,
6112,邁達特,TWSE,資訊服務業,
6115,鎰勝,TWSE,電子零組件業,
6116,彩晶,TWSE,光電業,華新麗華
6117,迎廣,TWSE,電腦及週邊設備業,
6120,達運,TWSE,光電業,友達集團
6128,上福,TWSE,電腦及週邊設備業,
6133,金橋,TWSE,電子零組件業,
6136,富爾特,TWSE,通信網路業,
6139,亞翔,TWSE,其他電子業,
6141,柏承,TWSE,電子零組件業,
6142,友勁,TWSE,通信網路業,
6152,百一,TWSE,通信網路業,
6153,嘉聯益,TWSE,電子零組件業,
6155,鈞寶,TWSE,電子零組件業,
6164,華興,TWSE,光電業,
6165,浪凡,TWSE,數位雲端,
6166,凌華,TWSE,電腦及週邊設備業,
6168,宏齊,TWSE,光電業,
6176,瑞儀,TWSE,光電業,
6177,達麗,TWSE,建材營造業,
6183,關貿,TWSE,資訊服務業,
6184,大豐電,TWSE,其他業,
6189,豐藝,TWSE,電子通路業,
6191,精成科,TWSE,電子零組件業,
6192,巨路,TWSE,其他電子業,
6196,帆宣,TWSE,其他電子業,台積電概念
6197,佳必琪,TWSE,電子零組件業,
6201,亞弘電,TWSE,其他電子業,
6202,盛群,TWSE,半導體業,
6205,詮欣,TWSE,電子零組件業,
6206,飛捷,TWSE,電腦及週邊設備業,
6209,今國光,TWSE,光電業,
6213,聯茂,TWSE,電子零組件業,
6214,精誠,TWSE,資訊服務業,
6215,和椿,TWSE,其他電子業,
6216,居易,TWSE,通信網路業,
6224,聚鼎,TWSE,電子零組件業,
6225,天瀚,TWSE,光電業,
6226,光鼎,TWSE,光電業,
6230,尼得科超眾,TWSE,電腦及週邊設備業,
6235,華孚,TWSE,電腦及週邊設備業,
6239,力成,TWSE,半導體業,聯電集團
6243,迅杰,TWSE,半導體業,
6257,矽格,TWSE,半導體業,
6269,台郡,TWSE,電子零組件業,
6271,同欣電,TWSE,半導體業,國巨集團
6277,宏正,TWSE,電腦及週邊設備業,
6278,台表科,TWSE,光電業,
6281,全國電,TWSE,電子通路業,
6282,康舒,TWSE,電子零組件業,金仁寶集團
6283,淳安,TWSE,其他電子業,
6285,啟碁,TWSE,通信網路業,
6405,悅城,TWSE,光電業,
6409,旭隼,TWSE,其他電子業,
6412,群電,TWSE,電子零組件業,
6414,樺漢,TWSE,電腦及週邊設備業,鴻海集團
6415,矽力*-KY,TWSE,半導體業,
6416,瑞祺電通,TWSE,通信網路業,
6423,億而得-創,TWSE,半導體業,
6426,統新,TWSE,通信網路業,
6431,光麗-KY,TWSE,生技醫療業,
6438,迅得,TWSE,其他電子業,
6442,光聖,TWSE,通信網路業,
6443,元晶,TWSE,光電業,
6446,藥華藥,TWSE,生技醫療業,
6449,鈺邦,TWSE,電子零組件業,
6451,訊芯-KY,TWSE,半導體業,鴻海集團
6456,GIS-KY,TWSE,光電業,鴻海集團
6464,台數科,TWSE,其他業,
6472,保瑞,TWSE,生技醫療業,
6477,安集,TWSE,光電業,
6491,晶碩,TWSE,生技醫療業,
6504,南六,TWSE,其他業,
6505,台塑化,TWSE,油電燃氣業,台塑集團
6515,穎崴,TWSE,半導體業,台積電概念
6525,捷敏-KY,TWSE,半導體業,
6526,達發,TWSE,半導體業,
6531,愛普*,TWSE,半導體業,
6533,晶心科,TWSE,半導體業,
6534,正瀚-創,TWSE,生技醫療業,
6541,泰福-KY,TWSE,生技醫療業,
6550,北極星藥業-KY,TWSE,生技醫療業,
6552,易華電,TWSE,半導體業,
6558,興能高,TWSE,其他電子業,
6573,虹揚-KY,TWSE,半導體業,
6579,研揚,TWSE,電腦及週邊設備業,
6581,鋼聯,TWSE,綠能環保,
6582,申豐,TWSE,橡膠工業,
6585,鼎基,TWSE,其他業,
6589,台康生技,TWSE,生技醫療業,
6591,動力-KY,TWSE,電腦及週邊設備業,
6592,和潤企業,TWSE,其他業,
6598,ABC-KY,TWSE,生技醫療業,
6605,帝寶,TWSE,汽車工業,
6606,建德工業,TWSE,電機機械,
6625,必應,TWSE,其他業,
6641,基士德-KY,TWSE,綠能環保,
6645,金萬林-創,TWSE,生技醫療業,
6655,科定,TWSE,其他業,
6657,華安,TWSE,生技醫療業,
6658,聯策,TWSE,其他電子業,
6666,羅麗芬-KY,TWSE,生技醫療業,
6668,中揚光,TWSE,光電業,
6669,緯穎,TWSE,電腦及週邊設備業,富邦集團
6670,復盛應用,TWSE,運動休閒,
6671,三能-KY,TWSE,居家生活,
6672,騰輝電子-KY,TWSE,電子零組件業,
6674,鋐寶科技,TWSE,通信網路業,
6689,伊雲谷,TWSE,數位雲端,
6691,洋基工程,TWSE,其他電子業,
6695,芯鼎,TWSE,半導體業,
6698,旭暉應材,TWSE,其他電子業,
6706,惠特,TWSE,光電業,
6715,嘉基,TWSE,電子零組件業,
6719,力智,TWSE,半導體業,
6742,澤米,TWSE,光電業,
6743,安普新,TWSE,其他電子業,
6753,龍德造船,TWSE,航運業,
6754,匯僑設計,TWSE,居家生活,
6756,威鋒電子,TWSE,半導體業,
6757,台灣虎航,TWSE,航運業,
6768,志強-KY,TWSE,運動休閒,
6770,力積電,TWSE,半導體業,
6771,平和環保-創,TWSE,綠能環保,
6776,展碁國際,TWSE,電子通路業,
6781,AES-KY,TWSE,電子零組件業,
6782,視陽,TWSE,生技醫療業,
6789,采鈺,TWSE,半導體業,台積電概念
6790,永豐實,TWSE,造紙工業,
6792,詠業,TWSE,通信網路業,
6794,向榮生技-創,TWSE,生技醫療業,
6796,晉弘,TWSE,生技醫療業,
6799,來頡,TWSE,半導體業,
6805,富世達,TWSE,電子零組件業,
6806,森崴能源,TWSE,綠能環保,
6807,峰源-KY,TWSE,居家生活,
6830,汎銓,TWSE,其他電子業,
6834,天二科技,TWSE,電子零組件業,
6835,圓裕,TWSE,電子零組件業,
6838,台新藥,TWSE,生技醫療業,
6854,錼創科技-KY創,TWSE,半導體業,
6861,睿生光電,TWSE,生技醫療業,
6862,三集瑞-KY,TWSE,電子零組件業,
6863,永道-KY,TWSE,通信網路業,
6869,雲豹能源,TWSE,綠能環保,
6873,泓德能源,TWSE,綠能環保,
6885,全福生技,TWSE,生技醫療業,
6887,寶綠特-KY,TWSE,綠能環保,
6890,來億-KY,TWSE,運動休閒,
6901,鑽石投資,TWSE,其他業,鴻海集團
6902,GOGOLOOK,TWSE,數位雲端,
6906,現觀科,TWSE,數位雲端,
6909,創控,TWSE,半導體業,
6914,阜爾運通,TWSE,其他業,
6916,華凌,TWSE,光電業,
6918,愛派司,TWSE,生技醫療業,
6919,康霈*,TWSE,生技醫療業,
6923,中台,TWSE,綠能環保,
6924,榮惠-KY創,TWSE,電子零組件業,
6928,攸泰科技,TWSE,電腦及週邊設備業,
6931,青松健康,TWSE,生技醫療業,
6933,AMAX-KY,TWSE,電腦及週邊設備業,
6936,永鴻生技,TWSE,生技醫療業,
6937,天虹,TWSE,半導體業,
6944,兆聯實業,TWSE,綠能環保,
6949,沛爾生醫-創,TWSE,生技醫療業,
6951,青新-創,TWSE,綠能環保,
6952,大武山,TWSE,其他業,
6955,邦睿生技-創,TWSE,生技醫療業,
6957,裕慶-KY,TWSE,其他業,
6958,日盛台駿,TWSE,其他業,
6962,奕力-KY,TWSE,半導體業,
6965,中傑-KY,TWSE,運動休閒,
6969,成信實業*-創,TWSE,綠能環保,
6988,威力暘-創,TWSE,汽車工業,
6994,富威電力,TWSE,綠能環保,
7631,聚賢研發-創,TWSE,其他電子業,
7705,三商餐飲,TWSE,觀光餐旅,
7721,微程式,TWSE,數位雲端,
7722,LINEPAY,TWSE,數位雲端,
7732,金興精密,TWSE,汽車工業,
7736,虎山,TWSE,汽車工業,
7740,熙特爾-創,TWSE,綠能環保,
7749,意騰-KY,TWSE,半導體業,
8011,台通,TWSE,通信網路業,
8016,矽創,TWSE,半導體業,
8021,尖點,TWSE,其他電子業,
8028,昇陽半導體,TWSE,半導體業,台積電概念
8033,雷虎,TWSE,其他業,
8039,台虹,TWSE,電子零組件業,聯電集團
8045,達運光電,TWSE,通信網路業,
8046,南電,TWSE,電子零組件業,
8070,長華*,TWSE,電子通路業,金仁寶集團
8072,陞泰,TWSE,電子通路業,
8081,致新,TWSE,半導體業,
8101,華冠,TWSE,通信網路業,
8103,瀚荃,TWSE,電子零組件業,
8104,錸寶,TWSE,光電業,
8105,凌巨,TWSE,光電業,
8110,華東,TWSE,半導體業,華新麗華
8112,至上,TWSE,電子通路業,友達集團
8114,振樺電,TWSE,電腦及週邊設備業,
8131,福懋科,TWSE,半導體業,
8150,南茂,TWSE,半導體業,
8162,微矽電子-創,TWSE,半導體業,
8163,達方,TWSE,電腦及週邊設備業,華新麗華
8201,無敵,TWSE,其他電子業,
8210,勤誠,TWSE,電腦及週邊設備業,
8213,志超,TWSE,電子零組件業,
8215,明基材,TWSE,光電業,友達集團
8222,寶一,TWSE,電機機械,
8249,菱光,TWSE,電子零組件業,友達集團
8261,富鼎,TWSE,半導體業,
8271,宇瞻,TWSE,半導體業,
8341,日友,TWSE,綠能環保,
8367,建新國際,TWSE,航運業,
8374,羅昇,TWSE,電機機械,
8404,百和興業-KY,TWSE,其他業,
8411,福貞-KY,TWSE,其他業,
8422,可寧衛,TWSE,綠能環保,
8429,金麗-KY,TWSE,貿易百貨業,
8438,昶昕,TWSE,綠能環保,
8442,威宏-KY,TWSE,其他業,
8443,阿瘦,TWSE,貿易百貨業,
8454,富邦媒,TWSE,數位雲端,
8462,柏文,TWSE,運動休閒,
8463,潤泰材,TWSE,其他業,潤泰集團
8464,億豐,TWSE,居家生活,
8466,美吉吉-KY,TWSE,其他業,
8467,波力-KY,TWSE,運動休閒,
8473,山林水,TWSE,綠能環保,
8476,台境*,TWSE,綠能環保,
8478,東哥遊艇,TWSE,運動休閒,
8481,政伸,TWSE,其他業,
8482,商億-KY,TWSE,居家生活,
8487,愛爾達-創,TWSE,數位雲端,
8488,吉源-KY,TWSE,其他業,
8499,鼎炫-KY,TWSE,其他電子業,
8926,台汽電,TWSE,油電燃氣業,
8940,新天地,TWSE,觀光餐旅,
8996,高力,TWSE,電機機械,
9802,鈺齊-KY,TWSE,運動休閒,
9902,台火,TWSE,其他業,
9904,寶成,TWSE,運動休閒,
9905,大華,TWSE,其他業,
9906,欣巴巴,TWSE,建材營造業,
9907,統一實,TWSE,其他業,統一集團
9908,大台北,TWSE,油電燃氣業,
9910,豐泰,TWSE,運動休閒,
9911,櫻花,TWSE,居家生活,
9912,偉聯,TWSE,電腦及週邊設備業,
9914,美利達,TWSE,運動休閒,
9917,中保科,TWSE,其他業,
9918,欣天然,TWSE,油電燃氣業,
9919,康那香,TWSE,其他業,
9921,巨大,TWSE,運動休閒,
9924,福興,TWSE,居家生活,
9925,新保,TWSE,其他業,
9926,新海,TWSE,油電燃氣業,
9927,泰銘,TWSE,其他業,
9928,中視,TWSE,其他業,
9929,秋雨,TWSE,其他業,
9930,中聯資源,TWSE,綠能環保,
9931,欣高,TWSE,油電燃氣業,
9933,中鼎,TWSE,其他業,
9934,成霖,TWSE,居家生活,
9935,慶豐富,TWSE,居家生活,
9937,全國,TWSE,油電燃氣業,
9938,百和,TWSE,其他業,
9939,宏全,TWSE,其他業,
9940,信義,TWSE,其他業,
9941,裕融,TWSE,其他業,
9942,茂順,TWSE,其他業,
9943,好樂迪,TWSE,觀光餐旅,
9944,新麗,TWSE,其他業,
9945,潤泰新,TWSE,其他業,潤泰集團
9946,三發地產,TWSE,建材營造業,
9955,佳龍,TWSE,綠能環保,
9958,世紀鋼,TWSE,鋼鐵工業,
